,Mes de referencia,Codigo Fipe,Marca,Modelo,Preco Medio,Combustivel,Tracao,Litros,Valvulas,v,cv,p,Cambio,Inducao,Versao
270,9/1/2020,008245-7,Audi,A4,205788,Gasolina,4x2 | Integral on-road,2,,nan,190,nan,, Turbo,Prestige Plus  TFSI  S tronic
271,9/1/2020,008230-9,Audi,A5,267017,Gasolina,4x2 | Integral on-road,2,,nan,,nan,, Turbo,Sportb Perf  TFSI Quat S-tronic
272,9/1/2020,008232-5,Audi,A5,199492,Gasolina,4x2 | Integral on-road,2,16V,nan,,nan,, Turbo,Sportb Prestige   TFSI S-troni
273,9/1/2020,008229-5,Audi,A5,268564,Gasolina,4x2 | Integral on-road,2,,nan,,nan,, Turbo,SportbPerfB  TFSI Quat S-troni
274,9/1/2020,008231-7,Audi,A5,218964,Gasolina,4x2 | Integral on-road,2,,nan,,nan,, Turbo,SportbPrestige Plus  TFSI S-tronc
275,9/1/2020,008249-0,Audi,A5,235410,Gasolina,4x2 | Integral on-road,2,,nan,,nan,, Turbo,Sportback S-Line  TFSI S-tronic
276,9/1/2020,008253-8,Audi,A6,453213,Gasolina,4x2 | Integral on-road,3,,nan,,nan,, Turbo,Performance  TFSI Quattro Stronic
277,9/1/2020,008254-6,Audi,A7,490430,Gasolina,4x2 | Integral on-road,3,,nan,,nan,, Turbo,Sportback Perf  TFSI S-tron Quat
278,9/1/2020,008258-9,Audi,E-TRON,566242,Elétrico,4x2 | Integral on-road,Elétrico,,nan,,nan,Aut,Elétrico,Performa Black
279,9/1/2020,008257-0,Audi,E-TRON,518460,Elétrico,4x2 | Integral on-road,Elétrico,,nan,,nan,Aut,Elétrico,Performace
280,9/1/2020,008225-2,Audi,Q3,239029,Flex,4x2 | Integral on-road,1.4,,nan,,nan,, Turbo,Black Ed  TFSI /Black S-tron
281,9/1/2020,008228-7,Audi,Q3,217668,Flex,4x2 | Integral on-road,1.4,,nan,,nan,, Turbo,P Plus  TFSI /PPlus S-tronic
282,9/1/2020,008227-9,Audi,Q3,203480,Flex,4x2 | Integral on-road,1.4,,nan,,nan,, Turbo,Prest  TFSI /Prest S-tronic
283,9/1/2020,008224-4,Audi,Q5,332572,Gasolina,4x2 | Integral on-road,2,,nan,,nan,, Turbo,TFSI Quattro S tronic (Blindado)
284,9/1/2020,008240-6,Audi,Q5,319233,Gasolina,4x2 | Integral on-road,2,,nan,,nan,, Turbo,Black  TFSI Quattro S tronic
285,9/1/2020,008238-4,Audi,Q5,255020,Gasolina,4x2 | Integral on-road,2,,nan,,nan,, Turbo,Prestige  TFSI Quattro S tronic
286,9/1/2020,008239-2,Audi,Q5,299298,Gasolina,4x2 | Integral on-road,2,,nan,,nan,, Turbo,Prestige Plus  TFSI Quat S tronic
287,9/1/2020,008248-1,Audi,Q5,276343,Gasolina,4x2 | Integral on-road,2,,nan,,nan,, Turbo,S-Line  TFSI Quattro S-tronic
288,9/1/2020,008213-9,Audi,Q7,426510,Diesel,4x2 | Integral on-road,3,,V6,,5p,, Turbo,QuatTip  Die/Perfor
289,9/1/2020,008152-3,Audi,Q7,405100,Gasolina,4x2 | Integral on-road,3,,V6,,5p,, Turbo,TFSI  QuatTip/ Performance
290,9/1/2020,008243-0,Audi,Q7,447820,Gasolina,4x2 | Integral on-road,3,,V6,,5p,, Turbo,Perf Black   TFSI QuatTip
291,9/1/2020,008244-9,Audi,Q7,440215,Diesel,4x2 | Integral on-road,3,,nan,,5p,, Turbo,PerfBlack   QuatTip
292,9/1/2020,008250-3,Audi,Q8,584050,Gasolina,4x2 | Integral on-road,3,,nan,,nan,, Turbo,PerfBl  TFSI Coupe Quat S-tron
293,9/1/2020,008251-1,Audi,Q8,539092,Gasolina,4x2 | Integral on-road,3,,nan,,nan,, Turbo,Perform  TFSI Coupe Quat S-tron
294,9/1/2020,008242-2,Audi,RS4,508991,Gasolina,4x2 | Integral on-road,2.9,,V6,,nan,, Turbo,Avant  TFSI Quattro Tiptronic
295,9/1/2020,008241-4,Audi,RS5,523392,Gasolina,4x2 | Integral on-road,2.9,,V6,,nan,, Turbo,Coupê   TFSI Quattro Tiptronic
296,9/1/2020,008191-4,Audi,S,421548,Gasolina,4x2 | Integral on-road,3,,V6,354,nan,, Turbo,Q5   TFSI  Quattro Tiptronic
297,9/1/2020,022177-5,Mitsubishi,ASX,110802,Flex,4x2 | Integral on-road,2,16V,nan,,nan,Aut,Aspirado,GLS FWD
298,9/1/2020,022175-9,Mitsubishi,ASX,127735,Flex,4x2 | Integral on-road,2,16V,nan,,nan,Aut,Aspirado,HPE AWD
299,9/1/2020,022176-7,Mitsubishi,ASX,123068,Flex,4x2 | Integral on-road,2,16V,nan,,nan,Aut,Aspirado,HPE FWD
300,9/1/2020,022174-0,Mitsubishi,ASX,135793,Flex,4x2 | Integral on-road,2,16V,nan,,nan,Aut,Aspirado,HPE-S AWD

