Unnamed: 0,Preco Medio,cv,Codigo Fipe_005338-4,Codigo Fipe_005340-6,Codigo Fipe_005386-4,Codigo Fipe_005408-9,Codigo Fipe_005447-0,Codigo Fipe_005459-3,Codigo Fipe_005472-0,Codigo Fipe_005476-3,Codigo Fipe_005477-1,Codigo Fipe_005478-0,Codigo Fipe_005479-8,Codigo Fipe_005480-1,Codigo Fipe_005481-0,Codigo Fipe_005483-6,Codigo Fipe_005484-4,Codigo Fipe_005485-2,Codigo Fipe_005486-0,Codigo Fipe_005487-9,Codigo Fipe_005488-7,Codigo Fipe_005489-5,Codigo Fipe_005490-9,Codigo Fipe_005491-7,Codigo Fipe_005492-5,Codigo Fipe_005493-3,Codigo Fipe_005499-2,Codigo Fipe_005500-0,Codigo Fipe_005501-8,Codigo Fipe_005502-6,Codigo Fipe_005503-4,Codigo Fipe_005504-2,Codigo Fipe_005505-0,Codigo Fipe_005506-9,Codigo Fipe_005507-7,Codigo Fipe_005508-5,Codigo Fipe_005509-3,Codigo Fipe_005510-7,Codigo Fipe_005511-5,Codigo Fipe_005512-3,Codigo Fipe_005513-1,Codigo Fipe_005514-0,Codigo Fipe_005515-8,Codigo Fipe_005516-6,Codigo Fipe_005517-4,Codigo Fipe_005519-0,Codigo Fipe_005520-4,Codigo Fipe_005521-2,Codigo Fipe_005522-0,Codigo Fipe_005524-7,Codigo Fipe_005525-5,Codigo Fipe_005526-3,Codigo Fipe_008152-3,Codigo Fipe_008191-4,Codigo Fipe_008213-9,Codigo Fipe_008224-4,Codigo Fipe_008225-2,Codigo Fipe_008227-9,Codigo Fipe_008228-7,Codigo Fipe_008229-5,Codigo Fipe_008230-9,Codigo Fipe_008231-7,Codigo Fipe_008232-5,Codigo Fipe_008233-3,Codigo Fipe_008234-1,Codigo Fipe_008235-0,Codigo Fipe_008237-6,Codigo Fipe_008238-4,Codigo Fipe_008239-2,Codigo Fipe_008240-6,Codigo Fipe_008241-4,Codigo Fipe_008242-2,Codigo Fipe_008243-0,Codigo Fipe_008244-9,Codigo Fipe_008245-7,Codigo Fipe_008246-5,Codigo Fipe_008247-3,Codigo Fipe_008248-1,Codigo Fipe_008249-0,Codigo Fipe_008250-3,Codigo Fipe_008251-1,Codigo Fipe_008252-0,Codigo Fipe_008253-8,Codigo Fipe_008254-6,Codigo Fipe_008255-4,Codigo Fipe_008256-2,Codigo Fipe_008257-0,Codigo Fipe_008258-9,Codigo Fipe_009164-2,Codigo Fipe_009165-0,Codigo Fipe_009172-3,Codigo Fipe_009180-4,Codigo Fipe_009195-2,Codigo Fipe_009196-0,Codigo Fipe_009197-9,Codigo Fipe_009206-1,Codigo Fipe_009207-0,Codigo Fipe_009212-6,Codigo Fipe_009213-4,Codigo Fipe_009214-2,Codigo Fipe_009216-9,Codigo Fipe_009222-3,Codigo Fipe_009224-0,Codigo Fipe_009225-8,Codigo Fipe_009226-6,Codigo Fipe_009227-4,Codigo Fipe_009228-2,Codigo Fipe_009229-0,Codigo Fipe_009230-4,Codigo Fipe_009231-2,Codigo Fipe_009232-0,Codigo Fipe_009233-9,Codigo Fipe_009234-7,Codigo Fipe_009235-5,Codigo Fipe_009236-3,Codigo Fipe_009237-1,Codigo Fipe_009238-0,Codigo Fipe_009239-8,Codigo Fipe_009240-1,Codigo Fipe_009241-0,Codigo Fipe_009244-4,Codigo Fipe_009245-2,Codigo Fipe_009246-0,Codigo Fipe_009247-9,Codigo Fipe_009248-7,Codigo Fipe_009249-5,Codigo Fipe_009250-9,Codigo Fipe_009252-5,Codigo Fipe_009253-3,Codigo Fipe_009254-1,Codigo Fipe_009255-0,Codigo Fipe_009256-8,Codigo Fipe_009257-6,Codigo Fipe_009258-4,Codigo Fipe_009259-2,Codigo Fipe_009260-6,Codigo Fipe_009261-4,Codigo Fipe_009262-2,Codigo Fipe_009263-0,Codigo Fipe_009264-9,Codigo Fipe_009265-7,Codigo Fipe_009266-5,Codigo Fipe_009267-3,Codigo Fipe_009269-0,Codigo Fipe_009270-3,Codigo Fipe_014045-7,Codigo Fipe_014056-2,Codigo Fipe_014059-7,Codigo Fipe_014061-9,Codigo Fipe_014063-5,Codigo Fipe_014068-6,Codigo Fipe_014081-3,Codigo Fipe_014083-0,Codigo Fipe_014086-4,Codigo Fipe_014087-2,Codigo Fipe_014088-0,Codigo Fipe_014089-9,Codigo Fipe_014090-2,Codigo Fipe_014091-0,Codigo Fipe_014092-9,Codigo Fipe_014094-5,Codigo Fipe_014095-3,Codigo Fipe_014097-0,Codigo Fipe_014098-8,Codigo Fipe_014099-6,Codigo Fipe_014100-3,Codigo Fipe_014101-1,Codigo Fipe_014102-0,Codigo Fipe_014103-8,Codigo Fipe_016044-0,Codigo Fipe_016048-2,Codigo Fipe_016050-4,Codigo Fipe_016052-0,Codigo Fipe_016054-7,Codigo Fipe_016055-5,Codigo Fipe_016056-3,Codigo Fipe_016057-1,Codigo Fipe_016058-0,Codigo Fipe_016059-8,Codigo Fipe_016061-0,Codigo Fipe_016064-4,Codigo Fipe_016067-9,Codigo Fipe_016069-5,Codigo Fipe_016070-9,Codigo Fipe_016071-7,Codigo Fipe_016072-5,Codigo Fipe_016073-3,Codigo Fipe_018065-3,Codigo Fipe_018070-0,Codigo Fipe_018073-4,Codigo Fipe_018074-2,Codigo Fipe_018076-9,Codigo Fipe_018077-7,Codigo Fipe_018079-3,Codigo Fipe_018089-0,Codigo Fipe_018091-2,Codigo Fipe_018092-0,Codigo Fipe_018093-9,Codigo Fipe_018094-7,Codigo Fipe_018095-5,Codigo Fipe_022174-0,Codigo Fipe_022175-9,Codigo Fipe_022176-7,Codigo Fipe_022177-5,Codigo Fipe_023123-1,Codigo Fipe_023130-4,Codigo Fipe_023131-2,Codigo Fipe_023135-5,Codigo Fipe_023136-3,Codigo Fipe_023137-1,Codigo Fipe_023139-8,Codigo Fipe_023140-1,Codigo Fipe_023142-8,Codigo Fipe_023143-6,Codigo Fipe_023144-4,Codigo Fipe_023145-2,Codigo Fipe_023149-5,Codigo Fipe_023151-7,Codigo Fipe_023153-3,Codigo Fipe_023154-1,Codigo Fipe_023155-0,Codigo Fipe_023156-8,Codigo Fipe_023158-4,Codigo Fipe_023159-2,Codigo Fipe_023160-6,Codigo Fipe_023161-4,Codigo Fipe_023162-2,Codigo Fipe_023163-0,Codigo Fipe_023164-9,Codigo Fipe_023165-7,Codigo Fipe_023166-5,Codigo Fipe_023167-3,Codigo Fipe_023168-1,Codigo Fipe_023169-0,Codigo Fipe_023170-3,Codigo Fipe_028015-1,Codigo Fipe_028047-0,Codigo Fipe_028064-0,Codigo Fipe_028065-8,Codigo Fipe_028068-2,Codigo Fipe_028069-0,Codigo Fipe_028071-2,Codigo Fipe_028074-7,Codigo Fipe_028075-5,Codigo Fipe_028076-3,Codigo Fipe_028077-1,Codigo Fipe_028078-0,Codigo Fipe_028079-8,Codigo Fipe_028080-1,Codigo Fipe_031037-9,Codigo Fipe_031039-5,Codigo Fipe_031041-7,Codigo Fipe_031042-5,Codigo Fipe_031043-3,Codigo Fipe_031044-1,Codigo Fipe_031045-0,Codigo Fipe_031046-8,Codigo Fipe_035030-3,Codigo Fipe_035055-9,Codigo Fipe_035060-5,Codigo Fipe_035069-9,Codigo Fipe_035070-2,Codigo Fipe_035072-9,Codigo Fipe_035076-1,Codigo Fipe_035077-0,Codigo Fipe_035078-8,Codigo Fipe_035080-0,Codigo Fipe_035082-6,Codigo Fipe_035084-2,Codigo Fipe_035086-9,Codigo Fipe_035087-7,Codigo Fipe_035090-7,Codigo Fipe_035098-2,Codigo Fipe_035099-0,Codigo Fipe_035100-8,Codigo Fipe_035101-6,Codigo Fipe_035102-4,Codigo Fipe_035103-2,Codigo Fipe_035104-0,Codigo Fipe_035105-9,Codigo Fipe_035107-5,Codigo Fipe_035108-3,Codigo Fipe_035111-3,Codigo Fipe_035112-1,Codigo Fipe_035114-8,Codigo Fipe_035115-6,Codigo Fipe_035116-4,Codigo Fipe_035117-2,Codigo Fipe_035118-0,Codigo Fipe_035120-2,Codigo Fipe_035121-0,Codigo Fipe_035122-9,Codigo Fipe_035123-7,Codigo Fipe_035124-5,Codigo Fipe_078012-0,Codigo Fipe_078013-8,Codigo Fipe_078014-6,Codigo Fipe_078015-4,Codigo Fipe_078016-2,Codigo Fipe_078017-0,Codigo Fipe_078018-9,Codigo Fipe_078019-7,Marca_BMW,Marca_Ferrari,Marca_Honda,Marca_Jaguar,Marca_Kia Motors,Marca_LAMBORGHINI,Marca_Mitsubishi,Marca_Nissan,Marca_Porsche,Marca_Suzuki,Marca_VW - VolksWagen,Modelo_120iA,Modelo_218i,Modelo_320iA,Modelo_330e,Modelo_330i,Modelo_430i,Modelo_488,Modelo_530e,Modelo_530i,Modelo_540i,Modelo_718,Modelo_745Le,Modelo_812,Modelo_911,Modelo_A3,Modelo_A4,Modelo_A5,Modelo_A6,Modelo_A7,Modelo_AMAROK,Modelo_ASX,Modelo_AVENTADOR,Modelo_Accord,Modelo_Bongo,Modelo_CITY,Modelo_CR-V,Modelo_Cayenne,Modelo_Cerato,Modelo_Civic,Modelo_E-Pace,Modelo_E-TRON,Modelo_F-PACE,Modelo_F-Pace,Modelo_F-Type,Modelo_Fit,Modelo_Fox,Modelo_Frontier,Modelo_GT-R,Modelo_GTC4,Modelo_Gol,Modelo_Golf,Modelo_Grand,Modelo_HR-V,Modelo_HURACAN,Modelo_I-Pace,Modelo_JETTA,Modelo_Jimny,Modelo_KICKS,Modelo_LEAF,Modelo_M,Modelo_M140i,Modelo_M2,Modelo_M235i,Modelo_M340i,Modelo_M4,Modelo_M5,Modelo_M760Li,Modelo_M850i,Modelo_MARCH,Modelo_Macan,Modelo_Nivus,Modelo_PORTOFINO,Modelo_Panamera,Modelo_Passat,Modelo_Polo,Modelo_Q3,Modelo_Q5,Modelo_Q7,Modelo_Q8,Modelo_RIO,Modelo_RS4,Modelo_RS5,Modelo_S,Modelo_S-CROSS,Modelo_SOUL,Modelo_Saveiro,Modelo_Sentra,Modelo_Sorento,Modelo_Sportage,Modelo_Stinger,Modelo_T-Cross,Modelo_TIGUAN,Modelo_URUS,Modelo_VERSA,Modelo_VIRTUS,Modelo_VOYAGE,Modelo_Vitara,Modelo_WR-V,Modelo_X1,Modelo_X2,Modelo_X3,Modelo_X4,Modelo_X5,Modelo_X6,Modelo_X7,Modelo_XE,Modelo_XF,Modelo_XJ,Modelo_Z4,Modelo_i3,Modelo_i8,Modelo_up!,Combustivel_Elétrico,Combustivel_Flex,Combustivel_Gasolina,Combustivel_Hibrido,Tracao_4x4 off-road,Litros_1.3,Litros_1.4,Litros_1.5,Litros_1.6,Litros_1.8,Litros_2,Litros_2.3,Litros_2.4,Litros_2.5,Litros_2.9,Litros_3,Litros_3.3,Litros_3.5,Litros_3.6,Litros_3.8,Litros_3.9,Litros_4,Litros_4.4,Litros_5,Litros_6.3,Litros_6.6,Litros_Elétrico,Valvulas_16V,Valvulas_16v,Valvulas_24V,Valvulas_8V,v_V6,v_V8,p_4p,p_5p,Cambio_Mec,Inducao_ bi-turbo,Inducao_Aspirado,Inducao_Elétrico,Inducao_Supercharged,Versao_250 TSI,Versao_4,Versao_4 E-Hybrid,Versao_4 E-Hybrid Executive,Versao_4 E-Hybrid Sport Tur,Versao_4 Executive,Versao_4 Sport Turismo,Versao_4ALL,Versao_4SPORT ALLGRIP,Versao_4SPORT DESERT,Versao_4SPORT FOREST,Versao_4SPORT/ 4WORK,Versao_4STYLE,Versao_4STYLE ALLGRIP,Versao_4STYLE-S ALLGRIP,Versao_4YOU,Versao_ATTACCD    Die,Versao_AWD  /,Versao_Allspac 250 TSI,Versao_Allspac Comf 250 TSI,Versao_Allspac R-Line 350 TSI,Versao_Avant  TFSI Quattro Tiptronic,Versao_Avant Prest Plus  TFSI S-tronic,Versao_Bev,Versao_Bev Connected,Versao_Bev Full,Versao_BiTurbo,Versao_Black  TFSI Quattro S tronic,Versao_Black Ed  TFSI /Black S-tron,Versao_Boxster,Versao_Boxster GTS,Versao_Boxster S,Versao_CROSS    CD,Versao_CS /S,Versao_CS Coupe,Versao_Cabriolet Sport,Versao_Carnival EX,Versao_Carrera 4S Cabriolet  (991/992),Versao_Carrera 4S Coupe  (991/992),Versao_Carrera Coupe  (991/992),Versao_Carrera S Cabriolet  (991/992),Versao_Carrera S Coupe  (991/992),Versao_Cayman,Versao_Cayman GTS,Versao_Cayman S,Versao_Comfor CD,Versao_Comfort 200 TSI,Versao_Comfort 250 TSI,Versao_Comfortline  200 TSI,Versao_Comfortline  TSI,Versao_Competition,Versao_Connect,Versao_Connect  TSI,Versao_Coupe,Versao_Coupe  Turbo,Versao_Coupe Performante LP 640-4,Versao_Coupe RWD LP 580-2,Versao_Coupe Si,Versao_Coupe Turbo S E-Hybrid,Versao_Coupê   TFSI Quattro Tiptronic,Versao_DX  one,Versao_E-Hybrid,Versao_EVO Coupe LP 640-4,Versao_EVO Spyder LP 640-4,Versao_EX,Versao_EX  one,Versao_EX/S/EX  /one,Versao_EXL  /one,Versao_EXL  one,Versao_Extreme CD,Versao_G,Versao_GLI 350 TSI,Versao_GLS FWD,Versao_GT,Versao_GT2 RS    (991),Versao_GT3   (991),Versao_GT3 RS,Versao_GTE TSI   Híbrido,Versao_GTS,Versao_GTS  TSI,Versao_Gran Coupe Sport GP,Versao_HPE AWD,Versao_HPE FWD,Versao_HPE-S AWD,Versao_HighCD,Versao_Highline  200 TSI,Versao_Highline  TSI,Versao_Highline  TSI  Tip,Versao_Highline 200 TSI,Versao_Highline CD,Versao_K-2500,Versao_LE CD,Versao_LP 770-4 SVJ,Versao_LP-650-4,Versao_LUSSO,Versao_LX,Versao_LX  one,Versao_Launching Ed  200 TSI,Versao_M Competition,Versao_M Sport,Versao_M Sport  Turbo,Versao_M Sport  Turbo Híbrido,Versao_M Sport A/MSport,Versao_M Sport Sedan   Híbrido,Versao_M XDRIVE,Versao_M35i  Turbo,Versao_M40i,Versao_M40i  Turbo,Versao_M50i,Versao_MSI,Versao_Modern/Sport  /A/GP,Versao_P Plus  TFSI /PPlus S-tronic,Versao_Perf Black   TFSI QuatTip,Versao_PerfBl  TFSI Coupe Quat S-tron,Versao_PerfBlack   QuatTip,Versao_Perform  TFSI Coupe Quat S-tron,Versao_Perform Pack M XDRIVE,Versao_Performa Black,Versao_Performace,Versao_Performance  TFSI Quattro Stronic,Versao_Personal  one,Versao_Pista,Versao_Pista Spider,Versao_Prest  TFSI /Prest S-tronic,Versao_Prestige,Versao_Prestige  TFSI  S-tronic,Versao_Prestige  TFSI Quattro S tronic,Versao_Prestige Plus  TFSI  S tronic,Versao_Prestige Plus  TFSI Quat S tronic,Versao_Q5   TFSI  Quattro Tiptronic,Versao_QuatTip  Die/Perfor,Versao_R-Dynamic Cabriolet,Versao_R-Dynamic Coupe,Versao_R-Dynamic S,Versao_R-Dynamic S  AWD,Versao_R-Dynamic SE  AWD,Versao_R-Line 250 TSI,Versao_R-SPORT,Versao_R-Sport,Versao_R-Sport Supercharged,Versao_Rex E Drive,Versao_Rex E Drive Connected,Versao_Rex E Drive Full,Versao_Roadster e-Drive,Versao_Roadster sDRIVE 30i MSport,Versao_Robust,Versao_Robust    CD,Versao_S,Versao_S   Star,Versao_S   Start,Versao_S  AWD,Versao_S  Start,Versao_S CD,Versao_S Direct     (PCD),Versao_S E-Hybrid Sport Turis,Versao_S LP 740-4,Versao_S LP 740-4 ROADSTER,Versao_S-Line  TFSI Quattro S-tronic,Versao_SDRIVE  20i M Sp/M Sp,Versao_SDRIVE 18i  Active,Versao_SDRIVE 20i A,Versao_SDRIVE 20i Acti,Versao_SDRIVE 20i X-Line,Versao_SE CD,Versao_SE EV400 AWD,Versao_SL   Star,Versao_SL   Start,Versao_SL  Start,Versao_SL Direct      (PCD),Versao_SPEEDSTER,Versao_SUPERFAST,Versao_SV,Versao_SV   Star,Versao_SV   Start,Versao_SV  Start,Versao_SVR AWD Supercharged Coupe,Versao_SVR Supercharged,Versao_SX,Versao_Sed P Plus Tech   TFSI Tip,Versao_Sed PPlus  25Anos  TFSI Tip,Versao_Sed Perform Black  TFSI S-tronic,Versao_Sedan DX,Versao_Sedan EX,Versao_Sedan EXL,Versao_Sedan LX,Versao_Sedan Performance  TFSI S-tronic,Versao_Sedan Personal,Versao_Sedan Prestige  TFSI  Tip,Versao_Sedan Prestige Plus  TFSI  Tip,Versao_Sedan SPORT,Versao_Sedan TOURING  Turbo,Versao_Sedan Touring,Versao_Sense      (PCD),Versao_Sense  TSI   (PCD),Versao_Sense 200 TSI    (PCD),Versao_Sierra 4STYLE ALLGRIP,Versao_Sierra 4YOU ALLGRIP,Versao_Special Ed,Versao_Special Ed   Start,Versao_Spider,Versao_Sport,Versao_Sport /Active,Versao_Sportb Perf  TFSI Quat S-tronic,Versao_Sportb Prestige   TFSI S-troni,Versao_Sportb Prestige Plus  TFSI S-tron,Versao_SportbPerfB  TFSI Quat S-troni,Versao_SportbPrestige Plus  TFSI S-tronc,Versao_Sportback Perf  TFSI S-tron Quat,Versao_Sportback S-Line  TFSI S-tronic,Versao_Start,Versao_TFSI  QuatTip/ Performance,Versao_TFSI Quattro S tronic (Blindado),Versao_TSI,Versao_Touring,Versao_Touring   4WD,Versao_Trendline,Versao_Turbo,Versao_Turbo 237/,Versao_Turbo S Coupe /38  (991/992),Versao_Turbo S E-Hybrid,Versao_Turbo S E-Hybrid Exec,Versao_Turbo Sport Turismo,Versao_Turbo/Active /GP,Versao_Turbocharged Edition,Versao_Turbocharged R-Sport,Versao_UCL,Versao_V-DRIVE,Versao_V-DRIVE EspEd,Versao_Wide/ Jimny/4ALL,Versao_XDRIVE  Turbo,Versao_XDRIVE 20i /X-Line,Versao_XDRIVE 25i Sport,Versao_XDRIVE 30d,Versao_XDRIVE 30d M Sport,Versao_XDRIVE 30i M-Sport  Tb,Versao_XDRIVE 30i X-Line  Turbo,Versao_XDRIVE 40i M Sport,Versao_XDRIVE 45e  MSport Híbrido,Versao_XDRIVE 50i M Sport,Versao_XDRIVE First Ed  Turbo,Versao_XDRIVE Gran Coupé,Versao_XDRIVE M50d,Versao_XDrive Coupé,Versao_XE CD,Versao_Xtreme,Versao_Xtreme  TSI,Versao_e-Drive,Versao_xDrive
0,88823,340.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,96201,340.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,105540,340.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
